bedrooms,bathrooms,floors,yr_built,price
5,1.75,1.0,1966,2699000.0
4,2.5,2.0,1977,6674000.0
3,2.25,1.0,1995,12200000.0
3,2.5,2.0,2007,5440000.0
2,1.0,1.5,1924,8000000.0
3,1.0,1.0,1975,3150000.0
4,1.0,1.5,1944,2270000.0
4,2.5,2.0,2000,7650000.0
3,3.0,3.0,2006,6250000.0
4,5.0,2.0,2004,18750000.0
4,2.5,1.0,1979,8226000.0
4,2.5,1.0,1970,5150000.0
4,2.0,1.0,1982,3770000.0
3,1.0,1.0,1954,6000000.0
4,1.75,1.0,1965,5253000.0
4,3.0,1.0,1974,7600000.0
2,1.0,1.0,1907,2020000.0
3,2.0,1.0,1997,4700000.0
3,2.5,2.0,1991,8100000.0
3,1.0,1.0,1967,1750000.0
4,1.75,1.0,1952,4400000.0
2,1.0,1.0,1951,1970000.0
3,1.0,1.0,1943,2540000.0
3,1.0,1.5,2002,4050000.0
2,1.0,1.0,1949,4160000.0
4,2.75,3.0,2014,7799500.0
4,2.75,1.0,1980,2000000.0
4,2.5,2.0,1992,6581000.0
2,1.75,1.0,1996,3970000.0
3,3.75,2.0,1999,8150000.0
2,1.0,1.0,1949,3450000.0
4,2.5,2.0,1989,3055000.0
3,2.25,1.0,1997,3400000.0
5,2.5,1.0,1979,3300000.0
4,2.5,2.0,2004,2690000.0
3,1.0,1.0,1966,3499500.0
3,1.0,1.0,1953,4310000.0
4,1.75,2.0,1946,7350000.0
5,3.0,2.0,1999,4140000.0
3,2.5,2.0,1992,6195000.0
3,1.75,1.0,1957,6750000.0
3,1.0,1.0,1971,3805000.0
3,1.5,1.0,1945,2530000.0
2,1.0,1.0,1949,1575000.0
4,2.0,1.0,1976,6270000.0
4,2.5,1.0,2001,4695000.0
2,1.0,1.0,1939,3199500.0
3,1.0,1.0,1968,2495000.0
3,1.0,1.5,1907,4850000.0
5,3.0,1.0,1967,11250000.0
3,1.75,1.0,1978,3145000.0
2,1.0,1.0,1948,2200000.0
3,2.5,1.0,1958,4449500.0
4,2.5,1.0,1985,5980000.0
4,3.5,2.0,2002,6998500.0
3,2.5,2.0,1991,5950000.0
4,2.5,2.0,1993,7350000.0
4,2.5,2.0,1978,5425000.0
3,1.75,1.0,1978,4500000.0
3,2.0,1.0,1959,2985000.0
2,1.0,2.0,1943,4039500.0
2,1.0,1.0,1942,2710000.0
2,1.0,1.0,1923,3350000.0
2,2.25,2.0,1979,3050000.0
3,3.0,2.0,2007,6300000.0
2,1.75,1.0,1921,2530000.0
4,1.75,1.0,1957,3950000.0
3,2.5,1.0,1981,2650000.0
2,1.0,1.0,1959,2250000.0
4,2.5,2.0,2005,3385000.0
2,1.75,1.0,1975,3000000.0
2,1.0,2.0,1945,2550000.0
4,3.0,2.0,1992,3370000.0
3,2.25,2.0,1988,3249000.0
3,2.75,1.0,1967,8210000.0
4,2.75,1.0,1975,5000000.0
4,3.5,2.0,2010,8850000.0
4,2.0,1.0,1968,3600000.0
3,1.0,1.0,1972,3040000.0
2,1.0,1.0,1918,3760000.0
4,1.5,1.0,1956,4250000.0
3,1.75,1.0,1973,11805000.0
3,2.5,2.0,2005,1870000.0
2,1.5,1.5,1916,7100000.0
3,1.75,1.0,1974,5850000.0
5,4.0,2.0,2002,14000000.0
4,3.5,1.0,1990,19800000.0
3,1.75,1.0,1979,2500000.0
4,2.75,2.0,1986,9500000.0
3,2.5,2.0,1992,7250000.0
4,2.5,1.0,1978,5050000.0
1,1.0,1.0,1947,900000.0
4,2.0,2.0,1968,4000000.0
3,1.0,1.0,1954,4070000.0
3,1.5,1.5,1919,6510000.0
3,2.25,1.0,1978,4850000.0
4,2.75,2.0,1932,4600000.0
2,1.0,1.0,1942,3690000.0
2,1.0,1.0,1943,3550000.0
2,1.0,1.0,1980,1550000.0
3,1.0,1.5,1924,10000000.0
4,2.5,2.0,1988,4196250.0
3,2.0,2.0,1954,4350000.0
4,1.75,1.0,1977,3790000.0
4,2.25,2.0,2009,2930000.0
4,2.75,1.0,1989,5921000.0
3,1.75,1.0,1944,3620000.0
3,1.0,1.0,1959,2270000.0
3,1.75,1.0,1970,3355000.0
3,1.75,1.5,1977,2130000.0
5,2.5,2.0,2004,3380000.0
3,1.0,1.0,1954,1635000.0
2,1.0,1.0,1949,1999880.0
3,2.25,1.0,1948,11850000.0
4,2.5,2.0,2005,3200000.0
6,2.25,1.0,1948,4500000.0
2,2.0,2.0,2005,2499000.0
2,1.0,1.0,1957,2230000.0
4,4.0,1.0,1963,6310000.0
4,2.25,1.0,1963,3500000.0
3,1.75,1.0,1925,2790000.0
5,2.0,1.0,1962,3100000.0
2,1.0,1.0,1954,1850000.0
3,2.5,1.0,1977,4450000.0
4,2.5,2.0,2003,3650000.0
3,1.5,1.0,1959,3335000.0
3,2.25,1.0,1960,3850000.0
3,1.5,1.0,1954,3450000.0
3,3.0,2.0,1998,12600000.0
4,2.5,1.0,1965,4400000.0
3,2.5,2.0,2002,4445000.0
4,1.0,1.0,1972,3400000.0
4,1.0,1.5,1915,6800000.0
3,1.75,1.0,1982,4200000.0
3,2.25,2.0,1988,4385000.0
2,1.0,1.0,1942,1095000.0
4,2.75,1.0,1964,4610000.0
4,1.75,1.0,1963,9680000.0
3,1.75,1.0,1950,3550000.0
3,1.5,1.0,1962,2490000.0
5,2.5,1.0,1969,2565000.0
5,2.5,1.0,1984,18100000.0
3,2.25,1.0,1966,2690000.0
4,3.5,2.0,1947,13500000.0
3,2.25,1.0,1975,8850000.0
3,2.0,1.0,1971,4550000.0
4,2.5,1.5,1909,9800000.0
3,1.75,1.0,1942,4125000.0
4,3.5,2.0,2007,7400000.0
4,2.25,2.0,1933,12980000.0
2,1.5,3.0,2008,3260000.0
4,2.5,2.0,1998,5685000.0
4,2.5,2.0,2013,6200000.0
3,1.75,2.0,1947,2830000.0
6,3.25,2.0,1917,8750000.0
4,2.25,2.0,1924,13100000.0
3,2.5,2.0,2003,2899500.0
3,2.5,1.0,1974,2525000.0
4,2.25,1.0,1959,3760000.0
4,2.5,1.0,1977,6357000.0
4,2.5,2.0,1996,7100000.0
3,1.75,1.0,1947,4400000.0
3,2.5,1.0,2006,4390000.0
2,1.5,1.5,1970,4550000.0
2,1.0,1.0,1981,2250000.0
3,1.0,1.0,1959,2500000.0
4,3.25,2.0,1992,5850000.0
3,1.75,1.5,1925,6850000.0
5,2.75,1.0,1959,4200000.0
2,1.0,1.0,1960,2450000.0
4,2.0,1.0,1957,2750000.0
3,2.0,1.0,1986,2700000.0
4,3.0,2.0,1997,7672500.0
3,2.0,1.0,1943,2290000.0
3,1.0,1.5,1928,4000000.0
5,3.25,2.5,1911,21950000.0
5,2.0,1.0,1963,6650000.0
4,2.25,2.0,1988,5000000.0
5,2.0,1.0,1968,3555000.0
4,2.5,2.0,1998,3690000.0
2,1.0,1.0,1951,3385000.0
3,1.0,1.0,1949,2560000.0
3,2.5,2.0,1994,4700000.0
3,2.5,2.0,1940,6750000.0
4,2.75,1.0,1997,3699500.0
5,3.5,2.0,2005,6150000.0
5,3.0,2.0,1996,12006900.0
3,1.75,2.0,1921,9500000.0
4,2.5,2.0,1993,7995000.0
2,1.0,1.0,1952,1870000.0
5,2.25,2.0,1977,5980000.0
3,2.25,1.0,1967,4299500.0
5,2.25,1.5,1962,3479500.0
3,2.5,2.0,1987,8510000.0
3,1.0,1.0,1957,2050000.0
3,2.25,1.0,1979,2250000.0
4,2.25,1.0,1979,7050000.0
5,2.5,2.0,2003,5350000.0
3,2.0,2.0,1990,2225000.0
2,1.5,2.0,2006,3135000.0
3,2.25,2.0,1992,6320000.0
3,2.0,2.0,2012,4670000.0
3,2.25,1.0,1978,3390000.0
3,2.75,2.0,2004,7120000.0
3,1.0,1.0,1967,3350000.0
3,3.25,2.0,2007,4700000.0
3,1.0,1.0,1968,3670000.0
3,2.5,2.0,2007,4405000.0
4,1.0,1.0,1968,3050000.0
3,1.75,1.0,1948,6350000.0
3,2.25,1.5,1903,10200000.0
2,2.5,2.0,2005,3420000.0
3,2.25,1.0,1978,2830000.0
4,2.75,1.0,1978,4300000.0
4,2.5,2.0,2000,2450000.0
3,2.5,2.0,2004,3555000.0
3,1.0,1.0,1934,3950000.0
4,2.25,2.0,1988,3249000.0
3,1.75,1.5,1918,6600000.0
3,2.5,2.0,1990,5700000.0
3,2.5,2.0,1984,5523210.0
2,1.75,1.0,1950,11000000.0
3,1.5,1.0,1950,2370000.0
2,1.0,1.5,1922,4020000.0
3,2.25,1.0,1963,4700000.0
3,1.75,1.0,1927,3959000.0
2,1.75,1.0,1948,4420000.0
4,2.75,2.0,1997,7950000.0
3,2.0,1.0,1980,1905000.0
4,2.75,2.0,1996,8080000.0
4,2.5,2.0,1998,5000000.0
4,2.75,2.0,1996,7750000.0
5,1.75,1.0,1962,3000000.0
5,1.75,1.0,1962,4960000.0
4,2.5,2.0,2006,4480000.0
2,2.25,1.0,1969,6450000.0
3,1.75,1.5,1925,4646000.0
3,1.0,2.0,1901,5900000.0
3,2.5,2.0,2004,3990000.0
2,1.0,1.0,1925,3050000.0
3,1.75,1.0,1976,4780000.0
1,1.0,1.0,1958,5988000.0
4,2.25,1.0,1973,4300000.0
4,1.5,1.0,1963,4330000.0
4,2.75,1.0,1961,4200000.0
4,1.75,2.0,1937,5850000.0
3,1.0,1.0,1969,2550000.0
3,1.0,1.0,1961,3050000.0
4,1.0,1.5,1944,3960000.0
4,2.5,2.0,1989,3475000.0
4,2.5,2.0,1987,9000000.0
3,1.75,1.0,1982,4250000.0
3,2.5,2.0,1995,4290000.0
3,2.25,2.0,2002,5400000.0
3,2.0,1.0,1974,3249500.0
3,2.25,2.0,1926,10490000.0
4,1.75,1.0,1966,2210000.0
3,2.0,1.0,1948,4050000.0
3,2.5,1.0,1953,11500000.0
4,1.75,1.0,1972,5880000.0
3,2.0,1.0,1994,2349500.0
4,1.5,1.5,1928,5800000.0
5,3.0,1.0,1991,6370000.0
4,2.25,1.0,1953,7040000.0
2,1.0,1.0,1938,2100000.0
4,2.5,2.0,2000,7720000.0
4,1.75,2.0,1941,7630000.0
2,1.5,1.5,1930,2135000.0
2,1.0,1.0,1924,2550000.0
3,2.0,1.0,1978,4235000.0
3,1.5,1.0,1954,5200000.0
3,2.75,1.0,1977,5500000.0
3,2.75,1.0,1997,7950000.0
4,3.0,2.0,2003,4950000.0
4,2.5,2.0,1997,4550000.0
2,1.0,1.0,1947,850000.0
4,2.0,1.5,1924,2390000.0
3,1.0,1.0,1959,1849000.0
4,2.25,1.0,1979,3860000.0
4,2.5,2.0,1999,4150000.0
3,1.0,1.0,1962,3870000.0
6,4.0,2.5,1906,21400000.0
4,2.25,2.0,1965,6850000.0
4,2.5,1.0,1941,3400000.0
2,1.0,1.0,1926,4220000.0
3,2.5,2.0,1994,4420000.0
3,1.0,1.0,1943,2800000.0
5,2.5,2.0,2000,11500000.0
3,2.5,2.0,1990,2790000.0
4,2.0,1.0,1924,5690000.0
5,3.5,2.0,1984,13550000.0
2,1.0,1.0,1960,2099500.0
3,1.5,1.0,1939,4680000.0
3,1.75,1.0,1963,2371000.0
4,2.5,2.0,1993,3360000.0
4,2.0,2.0,1900,5000000.0
3,2.5,2.0,1995,2900000.0
7,3.5,2.0,1968,11850000.0
5,2.0,1.5,1927,3650000.0
3,1.0,1.0,1975,1463000.0
3,1.75,1.0,1977,5540000.0
3,2.0,1.0,1972,4240000.0
4,3.5,2.0,2007,13480000.0
4,1.5,1.5,1950,5085000.0
3,1.75,1.0,1985,2445000.0
2,2.5,2.0,2005,2060000.0
3,2.0,2.0,1945,6435000.0
4,1.75,2.0,1922,3725000.0
5,2.0,1.0,1957,6300000.0
2,2.5,2.0,2005,4180000.0
4,2.5,2.0,2006,4250000.0
4,2.75,2.0,2007,8000000.0
2,1.0,1.0,1951,2080000.0
3,1.75,1.0,1977,4760000.0
3,2.5,2.0,2003,2775000.0
3,1.75,1.0,1970,4780000.0
4,2.75,3.0,1979,8900000.0
3,3.5,3.0,2000,4500000.0
3,1.0,1.0,1965,2050000.0
3,2.0,1.5,1929,6650000.0
4,2.75,1.0,1966,5180000.0
4,2.25,2.0,1979,4650000.0
3,2.5,2.0,2003,3300000.0
4,3.0,2.0,2007,4494000.0
3,2.75,1.0,2007,8290000.0
4,1.75,1.0,1964,4500000.0
3,1.75,1.0,1959,3100000.0
3,2.25,2.0,1985,6150000.0
3,2.0,1.0,1947,6050000.0
3,2.25,2.0,1977,4375000.0
3,1.75,1.5,1925,5450000.0
3,2.5,1.0,1985,7700000.0
5,2.25,2.0,1975,6000000.0
3,1.0,2.0,1910,5600000.0
5,5.75,2.0,2004,19200000.0
3,1.0,1.5,1924,4570000.0
2,1.0,1.5,1949,5850000.0
3,2.0,1.0,1985,5600000.0
2,1.0,1.0,1917,3450000.0
4,3.5,2.0,1955,5500000.0
4,2.5,2.0,2006,5899500.0
3,1.5,1.0,1970,3270000.0
2,2.25,2.0,1947,8000000.0
3,1.0,1.0,1966,1500000.0
2,2.5,3.0,2007,4250000.0
3,1.0,1.0,1973,3500000.0
3,1.75,2.0,1978,2730000.0
4,2.25,1.0,1961,7500000.0
3,1.5,1.0,1963,2400000.0
3,1.75,1.0,1978,4000000.0
3,1.5,1.0,1980,2300000.0
4,2.5,2.0,1990,3720000.0
3,1.75,1.0,1984,4595000.0
3,2.5,2.0,1995,5820000.0
4,2.5,1.0,1969,4650000.0
3,2.0,1.0,1991,3860000.0
3,2.5,2.0,1998,5460000.0
3,1.75,1.0,1965,2780000.0
3,2.5,2.0,2004,5400000.0
4,1.75,2.0,1934,5290000.0
4,1.0,1.5,1946,5540000.0
3,1.0,1.0,1963,2100000.0
2,1.0,1.0,1926,2250000.0
4,2.5,2.0,1990,5616000.0
6,5.25,2.0,1978,3000000.0
4,3.5,2.0,1946,16500000.0
4,3.75,2.0,2002,10171000.0
3,1.0,1.0,1962,1500000.0
2,1.75,1.0,1948,4009500.0
4,2.25,2.0,1985,6200000.0
4,2.75,1.5,1941,4490000.0
4,2.5,1.0,1926,6300000.0
2,1.0,1.0,1949,3360000.0
4,1.75,1.0,1965,2999500.0
4,2.0,1.0,1962,3525000.0
2,1.0,1.0,1925,1500000.0
2,1.0,1.0,1925,1750000.0
3,2.0,1.0,1989,3050000.0
4,3.75,2.0,1999,25740000.0
3,1.5,1.0,1941,6075000.0
2,1.0,1.0,1920,5050000.0
3,1.75,1.0,1962,2805000.0
3,2.5,2.0,1993,6100000.0
5,2.75,2.0,2003,3810000.0
5,2.25,1.0,1978,4820000.0
3,1.0,1.0,1977,3799500.0
4,4.5,2.0,1985,25000000.0
3,2.25,1.0,1992,4250000.0
4,2.25,2.0,1980,5800000.0
2,1.0,1.0,1952,6050000.0
1,1.0,1.0,2007,1940000.0
4,2.25,2.0,1987,5462000.0
4,3.5,2.0,2014,13950000.0
3,1.75,1.0,1961,3150000.0
3,1.5,1.5,1941,4650000.0
2,1.0,1.0,1963,3300000.0
4,2.75,2.0,1998,7950000.0
4,2.25,1.0,1977,2650000.0
4,2.5,2.0,1990,13000000.0
3,1.0,1.0,1942,1265000.0
4,2.5,2.0,2004,7600000.0
2,1.25,2.0,2009,5400000.0
5,2.75,1.0,1978,4460000.0
1,0.75,1.0,1903,1700000.0
3,2.5,1.0,1972,3790000.0
9,4.0,2.5,1915,14000000.0
4,2.75,2.0,2004,8000000.0
3,1.0,1.0,1962,2600000.0
5,2.5,1.0,1960,8200000.0
3,1.75,1.0,1999,4499500.0
3,2.25,1.0,1974,3920000.0
3,2.5,2.0,1999,4650000.0
4,2.5,1.0,1977,4499500.0
3,1.5,1.5,1923,5200000.0
4,2.25,1.0,1975,5468000.0
4,2.75,1.0,1953,8250000.0
3,1.75,1.0,1985,3370000.0
2,1.0,1.0,1942,3330000.0
2,2.0,2.0,2004,3800000.0
3,2.5,2.0,1992,2800000.0
3,1.5,1.0,1990,2020000.0
4,2.5,2.0,2001,5850000.0
4,2.0,1.0,1956,4350000.0
4,3.5,2.0,2003,12000000.0
2,2.25,2.0,1992,3640000.0
3,1.0,1.0,1946,3000000.0
2,1.75,1.0,2006,5580000.0
1,1.5,1.0,1942,1999500.0
3,2.25,1.0,1962,5150000.0
4,2.5,2.0,2004,5900000.0
4,2.0,1.0,1964,8135000.0
4,2.5,2.0,1992,7250000.0
3,2.25,1.5,1971,4900000.0
3,2.25,2.0,1994,2770000.0
4,1.5,1.0,1976,3250000.0
4,2.5,2.0,1995,6498000.0
3,1.0,1.5,1903,4250000.0
2,1.0,1.0,1975,4600000.0
3,3.25,2.0,1984,7500000.0
5,2.5,1.0,1960,4690000.0
4,1.75,1.0,1954,5660000.0
3,2.5,2.0,1996,4075000.0
2,1.0,1.0,1942,3535000.0
3,2.25,1.0,1974,5240000.0
4,2.5,2.0,1994,2649500.0
3,2.5,2.0,1990,5475000.0
3,2.25,2.0,1993,2645000.0
3,2.0,1.0,1963,5075000.0
3,3.5,2.0,2006,5600000.0
5,4.0,2.0,1996,9950000.0
6,2.0,2.5,1900,8350000.0
3,1.5,1.0,1949,4400000.0
3,2.5,1.0,1955,10150000.0
2,1.0,1.0,1947,3000000.0
3,1.0,1.5,1916,1250000.0
4,3.5,2.0,1910,9860000.0
4,2.5,1.0,1950,3150000.0
4,2.5,2.0,1996,3200000.0
4,3.25,2.0,2003,9720000.0
3,2.5,1.0,1957,7600000.0
4,3.0,2.0,1920,2650000.0
2,1.0,1.0,1948,3550000.0
3,1.0,1.0,1927,3000000.0
5,2.5,1.0,1975,4749500.0
4,2.0,2.0,1977,4700000.0
3,1.0,1.0,1969,4375000.0
2,1.5,1.0,1928,5200000.0
2,1.0,1.0,1950,2376000.0
2,1.0,1.0,1972,1629500.0
3,1.75,1.0,1903,4570000.0
3,2.5,1.0,1980,6350000.0
4,3.0,1.5,1931,7350000.0
2,2.5,2.0,1992,9100000.0
3,3.25,2.0,2006,3465000.0
4,2.5,1.0,1984,6550000.0
3,1.75,1.0,1977,4250000.0
3,1.0,1.0,1959,1370000.0
3,2.5,2.0,1988,5575000.0
4,2.25,2.0,1992,4150000.0
5,2.25,2.0,1978,8300000.0
4,3.0,2.0,1991,9490000.0
3,1.0,1.0,1986,4200000.0
2,1.0,1.0,1951,3530000.0
3,1.75,1.5,1980,5600000.0
3,2.5,3.0,2001,4457000.0
4,1.0,1.5,1918,2260000.0
3,1.0,1.0,1960,3580000.0
3,1.75,1.0,1954,5010000.0
4,2.5,1.0,1972,6090000.0
4,3.25,2.0,2002,7349500.0
5,2.5,1.0,1968,7250000.0
3,2.25,1.0,1975,3505000.0
5,2.5,1.0,1962,6100000.0
2,1.0,1.0,1940,6051250.0
4,2.25,2.0,1970,13880000.0
3,2.25,2.0,1981,5500000.0
2,1.75,2.0,2003,3350000.0
3,2.0,1.0,1969,3970000.0
3,2.0,1.0,1994,2400000.0
3,2.0,1.0,1970,2400000.0
2,1.5,1.0,1949,2625000.0
3,1.5,1.0,1940,4400000.0
3,1.0,1.5,1910,1600000.0
4,1.0,1.5,1901,4270000.0
4,3.5,2.0,2005,9200000.0
4,2.5,2.0,1911,23000000.0
4,2.5,2.0,1977,4800000.0
4,1.75,1.0,1977,6150000.0
3,2.0,1.5,1915,7365000.0
3,2.5,2.5,2004,5425000.0
2,1.0,1.0,1952,1910000.0
4,2.5,2.0,1991,7300000.0
5,2.25,2.0,1901,12250000.0
1,1.0,1.0,1967,1290000.0
3,1.5,1.0,1957,2840000.0
3,2.5,2.0,2003,6450000.0
3,1.5,1.0,1968,2180000.0
4,3.5,2.0,1999,6750000.0
3,2.5,2.0,1984,5750000.0
2,1.0,1.0,1950,2250000.0
3,2.25,2.0,1989,6260000.0
4,2.5,2.0,2001,4999500.0
4,1.75,1.0,1956,4050000.0
3,1.0,1.0,1969,1525000.0
4,2.5,2.0,1994,3250000.0
3,1.0,1.0,1924,4753000.0
3,1.75,1.0,1967,4850000.0
3,2.5,2.0,1919,7200000.0
3,1.75,1.0,1924,4650000.0
3,1.5,1.0,1930,4890000.0
5,5.25,2.0,2006,31000000.0
3,2.25,1.0,1977,2880000.0
3,1.75,1.0,1968,2250000.0
3,1.75,1.0,1952,4990000.0
5,3.0,2.0,1985,6320000.0
3,2.5,2.0,1992,5800000.0
4,1.5,2.0,1912,7300000.0
4,2.25,2.0,1998,3250000.0
3,1.75,1.0,1964,4210000.0
3,2.5,2.0,1998,3160000.0
2,1.0,1.0,1914,4150000.0
3,2.25,2.0,2003,4010000.0
3,0.75,1.0,1944,2299500.0
3,1.75,1.0,1966,5399500.0
3,2.0,1.0,1919,3350000.0
3,2.5,2.0,2004,3390000.0
4,1.75,1.0,1918,4149500.0
4,2.0,1.0,1966,6500000.0
3,2.5,2.0,1994,4450000.0
3,2.25,2.0,1974,2950000.0
4,2.25,2.0,1912,9750000.0
3,1.5,1.0,1961,2965000.0
4,2.75,1.0,1979,4400000.0
5,1.5,1.0,1962,4200000.0
3,2.5,2.0,1994,3020000.0
4,1.75,1.0,1986,3500000.0
3,1.75,1.5,1933,6670000.0
3,2.0,1.0,1941,6450000.0
4,2.75,1.0,1988,4300000.0
4,1.0,1.0,1925,4130000.0
3,1.0,1.0,1968,4200000.0
3,2.25,1.0,1979,4950000.0
4,4.5,2.0,2004,21877300.0
4,2.5,2.0,1990,9650000.0
4,2.5,1.0,2008,5000000.0
3,1.0,1.5,1919,6361000.0
4,2.5,2.0,1986,7200000.0
3,1.75,1.0,1962,2980000.0
2,1.75,1.0,1925,4090000.0
4,2.5,2.0,2005,3700000.0
5,1.0,1.0,1967,2300000.0
3,2.0,1.0,1952,2900000.0
4,2.25,1.0,1977,4200000.0
4,2.5,2.0,1995,9170000.0
5,3.25,2.0,2005,9570000.0
3,2.25,2.0,1989,4820000.0
3,1.75,2.0,1990,4880000.0
5,2.5,2.0,2014,7603690.0
2,1.0,1.0,1950,1700000.0
3,2.5,1.0,1976,6250000.0
3,1.5,1.0,1976,3570000.0
3,2.25,1.0,1989,5830000.0
3,2.0,1.0,1954,1732500.0
4,2.0,1.5,1956,4140500.0
3,1.75,1.5,1928,4000000.0
3,2.0,1.5,1982,5370000.0
4,2.25,2.0,1977,4650000.0
3,2.25,1.0,1969,4250000.0
4,2.0,1.0,1940,4450000.0
2,1.0,1.0,1958,1799500.0
3,2.5,2.0,1996,2750000.0
4,2.5,2.0,1994,1900000.0
3,1.75,1.0,1982,3850000.0
4,1.0,1.0,1928,3030000.0
3,1.0,1.0,1967,1650000.0
2,2.0,1.0,1944,6000000.0
3,2.25,2.0,1978,7100000.0
5,3.25,2.0,1990,8750000.0
3,2.5,2.0,1996,2699500.0
4,2.5,2.0,2001,8380000.0
4,2.0,1.0,1951,6705000.0
4,1.5,1.0,1960,4200000.0
3,1.5,1.0,1952,3700000.0
3,1.75,1.0,1957,3600000.0
4,2.5,2.0,1991,5625000.0
3,2.5,1.0,1961,3605000.0
3,2.25,2.0,2003,3899990.0
4,3.0,1.0,1967,4500000.0
4,2.0,1.0,1962,2475000.0
3,1.0,1.0,1948,2080000.0
3,2.5,2.0,1993,4550000.0
4,1.75,1.0,1950,3794000.0
3,1.5,1.0,1906,1900000.0
3,1.0,1.0,1977,3261880.0
2,2.5,2.0,1998,1680000.0
4,2.5,2.0,2003,3140000.0
4,2.75,2.0,2000,6300000.0
3,1.75,1.0,1957,5500000.0
4,2.25,2.0,1981,5300000.0
3,1.75,1.0,1966,6375000.0
3,2.5,2.0,1999,4000000.0
5,2.75,2.0,1950,7000000.0
3,2.5,2.0,1991,2720000.0
4,2.5,2.0,2004,6000000.0
2,1.0,1.5,1943,4506000.0
3,2.25,2.0,1988,5500000.0
3,1.0,1.0,1987,2250000.0
3,1.5,1.0,1969,1328250.0
3,1.5,1.0,1969,2199500.0
5,2.0,1.0,1945,5800000.0
3,1.75,1.0,1980,5680000.0
3,1.75,1.0,1990,4060000.0
3,1.75,1.5,1929,4690000.0
3,2.5,2.0,2000,4150000.0
3,1.5,1.0,1956,3900000.0
3,1.75,1.0,1967,2510000.0
3,2.5,2.0,2001,7500000.0
4,2.5,2.0,1988,8450000.0
3,1.5,1.0,1966,3500000.0
3,1.0,1.0,1944,3220000.0
4,2.25,2.0,2010,6645000.0
3,1.75,1.5,1923,9880000.0
2,1.75,1.0,1952,6250000.0
2,1.0,1.0,1951,6750000.0
3,1.75,1.0,1967,5030000.0
4,2.25,1.0,1960,4310000.0
3,1.75,1.0,1964,2500000.0
4,2.5,2.0,2006,2685000.0
6,3.25,2.0,1952,10700000.0
4,2.5,2.0,2001,2950000.0
3,2.25,1.0,1977,7800000.0
3,2.5,2.0,1999,3540000.0
2,1.0,1.0,1949,3050000.0
5,2.75,2.0,2005,7330000.0
4,2.75,1.0,1968,6400000.0
4,2.5,1.0,1973,8400000.0
5,3.25,1.5,1927,14750000.0
3,1.0,1.0,1952,5250000.0
4,2.75,1.0,1966,6250000.0
3,2.0,3.0,2015,3500000.0
4,2.75,3.0,1910,6500000.0
2,1.0,1.0,1950,4350000.0
3,1.0,1.0,1955,6600000.0
3,1.0,1.0,1970,3500000.0
3,2.5,1.0,1967,4350000.0
6,1.5,1.0,1958,3759000.0
3,3.0,1.0,1983,2720000.0
3,1.75,1.0,1979,2330000.0
4,1.5,1.5,1915,5000000.0
4,1.75,1.0,1977,5400000.0
3,2.5,2.0,2002,7120000.0
4,2.5,2.0,2005,4250000.0
3,1.75,1.0,1944,2420000.0
5,3.25,1.0,1977,5150000.0
4,1.75,2.0,1970,4150000.0
3,2.75,1.0,1977,3750000.0
3,1.0,1.0,1971,1825000.0
3,1.5,1.0,1963,3100000.0
3,1.75,1.0,1947,3600000.0
4,3.5,2.0,2004,8890000.0
2,1.0,1.0,1952,4505000.0
4,2.25,2.0,2013,3420000.0
3,2.0,1.0,1996,4130000.0
5,4.0,2.0,2005,9600000.0
2,1.0,1.0,1947,1800000.0
4,2.5,2.0,1995,7700000.0
3,1.75,1.0,1994,2244000.0
3,1.5,1.0,1956,2800000.0
3,2.5,2.0,2000,5000000.0
2,1.0,1.0,1943,1530000.0
3,2.25,1.0,1921,3850000.0
2,1.0,1.0,1947,3250000.0
4,3.0,2.0,2004,3150000.0
4,2.5,2.0,1994,2949990.0
3,1.75,1.5,1963,1750000.0
3,1.75,1.5,1963,2990000.0
2,1.0,1.0,1937,1460000.0
3,2.25,1.0,1962,2900000.0
3,3.25,2.0,2005,17760000.0
2,1.0,1.0,1919,3675000.0
4,2.5,2.0,1994,5350000.0
3,2.5,2.0,1998,3349990.0
3,1.75,1.0,1952,6550000.0
4,3.5,1.5,1985,12980000.0
4,2.25,1.0,1977,4800000.0
3,1.5,1.0,1941,4650000.0
3,2.0,1.0,1967,2979500.0
3,2.0,1.5,1915,5900000.0
4,2.75,1.0,1950,8050000.0
3,2.25,1.0,1984,2042500.0
3,2.25,2.0,1994,5000000.0
4,2.5,1.0,1977,4900000.0
4,3.75,1.0,1951,25000000.0
3,2.5,2.0,1990,7500000.0
4,2.5,2.0,2002,4050000.0
2,1.0,1.0,1953,2099950.0
4,2.5,2.0,1998,6800000.0
3,1.75,1.0,1948,3550000.0
2,1.0,1.0,1942,2800000.0
3,2.25,1.0,1978,3850000.0
4,2.75,1.0,1962,5050000.0
4,3.25,2.0,1991,4299000.0
4,2.5,2.0,1989,5600000.0
3,2.0,1.0,1977,2310000.0
2,1.0,1.0,1943,1350000.0
4,3.0,1.0,1954,8000000.0
3,2.5,2.0,2002,4200000.0
3,1.0,1.0,1963,3600000.0
4,2.5,2.0,1992,6420000.0
3,2.0,1.0,1985,3799500.0
3,1.75,1.5,1959,7450000.0
4,2.0,1.5,1930,6300000.0
3,2.5,2.0,1985,2500000.0
3,1.0,1.0,1968,2750000.0
6,3.0,1.0,1957,4350000.0
